Title,Series_Title,Issue_Number,Issue_Variant,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Currency,Sale_Price,Shipping_Price,Sell_Method,Num_of_Bids,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score,listing_url
⭐ Amazing Spider-Man #11⭐Marvel 1964 GD VG 2nd Doctor Octopus Steve Stan Lee,Amazing Spider-Man,11,,https://i.ebayimg.com/images/g/lb8AAOSwc~ZjganX/s-l500.jpg,Acceptable,,Marvel,1964,Softcover,US Comics,1st Edition,Silver Age (1956-69),Comic Book,Superheroes,Spider-Man,Amazing Spider-Man,Marvel (MCU),US ,222.11,9.90,best_offer_accepted,,2022-12-22,"San Jose, California, United States",xclusivegoods,10,https://www.ebay.com/itm/285052341706?hash=item425e718dca:g:lb8AAOSwc~ZjganX&amdata=enc%3AAQAHAAAAoOObFgN3tk%2Fr2NoONJuA6I31ygJhevceLIc%2FTRQLzp1te7cXaJsGcIo72hyhaQ8r8WDGzPdZo8ExQMzuD4RHmWyytlSMWjT6WdzUECF0egW2VL518fxpGkMs5rTtXfBqp8IrZIfgfjzZEWR6TiHsWAOkfzcZK0eljTAId23eckdfOjRQQxNWxVJi2Ouxjho7L2t%2BwaifJTTjL5O8Mx0tL9E%3D%7Ctkp%3ABk9SR9zLu_unYQ
Amazing Spider-Man #181 - Flashback! (Copy 2),,181,,https://i.ebayimg.com/images/g/jmoAAOSwdohf6587/s-l500.jpg,--,,Marvel,,,,,,,,Spider-Man,,,US ,4.95,6.00,buy_it_now,,2022-12-22,"Saint Augustine, Florida, United States",ancientc26,2268,https://www.ebay.com/itm/383880740712?hash=item5961133f68:g:jmoAAOSwdohf6587&amdata=enc%3AAQAHAAAAoL3LxsizyteoBWuOsIH35HalMzLlmZWe1yCJVJ1eYgk0%2Bqx5WO7io%2Fzvh4Hi7qHip2FC495M5azisgae9deiuOLI6vdg9XOb6ZI%2F5NnJA6O2vGvru13fm5c11%2BozMQ4pPZrLBYDtQl07z6eA4ue1ovaYsdbN0y0ntYPMGfu0f112LYKI8QQ61huWIp4fYEllXLrAv9D0OSUzOy2DJsiEtnI%3D%7Ctkp%3ABk9SR9zLu_unYQ
,Spider-Man,1,,,,,Marvel,1991,,US Comics,,,,,Spider-Man,,,,0.0,0.0,,,,,,,https://www.ebay.com/itm/304674205561?hash=item46efff6f79:g:538AAOSw5ZxjT~3Q&amdata=enc%3AAQAHAAAAoKAmW46G32iPRsmOcqNtUC7iA%2BBxAvG9g7n5RcrVBfEvYtwT4BWP%2B2W%2BllR0vtN0PBlAu1fN2CfiW%2BKIZ9zqFlwaNGOQWAncnAizokaC7sn%2BfgayEfPSZatT%2B460BoFnrRvBUA5ulTXbblubB5NEfTRogCRKUqTtJZWccNiwcITSCwwfeslhg0%2FIBfPcPNRmEDI3wPm91VI4uis7Fv9warM%3D%7Ctkp%3ABk9SR9zLu_unYQ
Amazing Spider-Man 315 CGC 9.6 Signed by Todd McFarlane Venom Hydro Man,,,,https://i.ebayimg.com/images/g/~SMAAOSw71tjo3Tr/s-l500.jpg,--,,,,,,,,,,,,,US ,215.00,17.05,best_offer_accepted,,2022-12-23,"Los Angeles, California, United States",my_comics_direct,2147,https://www.ebay.com/itm/385307434169?hash=item59b61cdcb9:g:~SMAAOSw71tjo3Tr&amdata=enc%3AAQAHAAAAoLvbkRvqjEh02ihzdOtuhtqbj%2BQv%2B8S4290kW6Ib9zo3eEFPVGMMkNyYiuBj9pJPiNefqlbOeifQtYvgRgSb5JXAtJiAwm5Lb0Okiak1lJnPwf%2FGUejrwJV8aCliBscDOaKtt0Ifn6FnrJIAnWg8oIq7Ann3KuQ6jhS0SgTfp3U%2FkeGHUyV6qCmHhQcWoJ7bNYddst13npDY0vEd4xKNNKM%3D%7Ctkp%3ABk9SR9zLu_unYQ
Web of Spider-Man #100 CGC Graded 9.8 White Pages | 1st Spider-Armor! Nightwatch,Web of Spider-Man,100,,https://i.ebayimg.com/images/g/PSQAAOSwUHxjfj1g/s-l500.jpg,Brand New,9.8,Marvel Comics,1993,Single Issue,US Comics,,Modern Age (1992-Now),,,Spider-Man (Peter Parker),,Marvel (MCU),US ,71.00,15.75,best_offer_accepted,,2022-12-23,"Fort Rock, Oregon, United States",ioanapeach81-us,11841,https://www.ebay.com/itm/255888570100?hash=item3b9425b6f4:g:PSQAAOSwUHxjfj1g&amdata=enc%3AAQAHAAAAoPWoXsydYNF3aQ%2FubDgYsqcEIRXoUBQsUu0q2bjGsBOwyV%2ByZPQ4SjAOczQQ0R7mCkWvWhFWWsGB1dLq%2F%2BB4XYzaDlL9zV4YU%2BEX0QRJnV0QKuNCzjnyCfwRs2EfPq1e4B8Fk%2BMu07Msln4yZnCYUBCUBPH8ALb2plsru1mTDPAKL9OxLY50fLrg1RwA1zmAkJKgfIrNZxFvPV7J3rb0SfQ%3D%7Ctkp%3ABk9SR9zLu_unYQ
SPIDER-MAN: WITH GREAT POWER... #5 | Todd McFarlane cover | 2011 | VF+,Spider-Man: With Great Power,5,,https://i.ebayimg.com/images/g/aA0AAOSwSBdjE6jE/s-l500.jpg,--,8.5,Marvel Comics,2011,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US ,15.00,5.00,buy_it_now,,2022-12-23,"Salem, Massachusetts, United States",mmoussa,3678,https://www.ebay.com/itm/155146962545?hash=item241f7ac671:g:aA0AAOSwSBdjE6jE&amdata=enc%3AAQAHAAAAoN2iVarb3Iok09dVnQn4fSX3u6ksrOm3zTp6KzKheSYw95oug75rnC22MbUvnsW14zYE1JntH3of9ysVqUhw1Mv06V0fpDwtoQ7nrj2Y98UunzBjcVEPoKUXGWK9P9dZcaeoln0mLxvtI3F7IipiKyACueN6yfqn7iWeRZD5sjjM57V%2BMkUn2WB3VWgj9h%2F1injjO1VqPM5t5PMMUZf80IQ%3D%7Ctkp%3ABk9SR9rLu_unYQ
Amazing Spiderman 361 362 363 1st Carnage Key Newsstand Venom Nice!,Amazing Spider-Man,,,https://i.ebayimg.com/images/g/eKAAAOSwBjdjgiRt/s-l500.jpg,Very Good,,,,,US Comics,,,,,"Carnage, Venom",,,US ,145.00,9.95,best_offer_accepted,,2022-12-23,"Greenville, South Carolina, United States",rodwe38,1009,https://www.ebay.com/itm/225269624575?hash=item34731daeff:g:eKAAAOSwBjdjgiRt&amdata=enc%3AAQAHAAAAoEBXEBqz%2BmUdTcqUWFGjJ9Or%2FXejcjZwM6I8R45QSsMU1EC9DINUgKN8GxmsYrEi2NiXDf4qo3qHP64xqck6BYaiLr7fKRN9b09W2%2BFMGXS6YXmefnPw%2BeEUgN7lvOtYXqGao%2FpOPcHvaN52WbTLBe51IOZ4Zqi2mKnxe20k2y2bgtf%2BUxfS%2FUZf68v2%2BwhZ5s%2F6jn8rdGoXp2zeXbCDoEg%3D%7Ctkp%3ABk9SR9rLu_unYQ
Miles Morales: Spider-man 1 CGC 9.4 White 1st Print Marvel Comics 2019 Graded,Miles Morales: Spider-Man,1,,https://i.ebayimg.com/images/g/6ogAAOSw351jbZav/s-l500.jpg,Brand New,9.0,Marvel Comics,2019,Single Issue,US Comics,"1st Edition, First Printing, Key Issue, First Character Appearance",Modern Age (1992-Now),Comic Book,,"Key, Spider-Gwen, Venom, Miles Morales, Daredevil, Spider-Man, Carnage, Daredevil, Key, Spider-Gwen, Spider-Man,, First Appearance, Ghost Spider, Spider-zero, Ultimatum",,Marvel (MCU),US ,99.00,13.25,buy_it_now,,2022-12-23,"Beaumont, Texas, United States",vtbc89-7,133,https://www.ebay.com/itm/394329168676?hash=item5bcfd99b24:g:6ogAAOSw351jbZav&amdata=enc%3AAQAHAAAAoOZi61mpSF7va8csEmo6rot6z0QBzmSnmPEneuqRoC8G8ynJOCRVeYTECFDj5XCI1OqzR%2BJLGlEVzRSz9m2GQbmnmivZ8WD7L%2FzPx0HSFg8Fk9shZDjxuRqPpFmfwcdJKCkabD1lwzItHe6l7U0b2ZiCvowtSbFEVqSL5SHcyubiVwq%2F9PanIN5U97Exa1V8VAor8LaNnqGiqCFyL0ZvPOI%3D%7Ctkp%3ABk9SR9zLu_unYQ
"Peter Parker, Spectacular Spider-Man #1 (1976) VF+. 8.5  Marvel key- CGC  IT! ⭐",Spectacular Spider-Man,1,,https://i.ebayimg.com/images/g/iy0AAOSwHDhjlovd/s-l500.jpg,--,8.5,Marvel,1976,,US Comics,Key Issue,Bronze Age (1970-83),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US ,54.50,3.95,buy_it_now,,2022-12-23,"Acton, Massachusetts, United States",cavalcadec_59,230,https://www.ebay.com/itm/195521419211?hash=item2d85fc17cb:g:iy0AAOSwHDhjlovd&amdata=enc%3AAQAHAAAAoFWngH%2FsPxWK4gZnrNlW%2FrCwfm5Lo0hLitVPE75BqKzxvW1NPEYX3foxJvfKNHqwO%2FTbKCKtmVcc3m4r5zQWla7xjfIofYoaSfGstSjSPoENugUl4TAN1y0Vk4hyvxrO9ZQdZDUBTMoUTQozZuWSzwWpZMgNLUFxwFgF1a4cNFn%2FTPsLCxQIc7goDMIMA7opa0IhK%2F4cPHsCAyz4%2F3vDWjw%3D%7Ctkp%3ABk9SR9rLu_unYQ
AMAZING SPIDER-MAN Marvel EPIC COLLECTION Vol 5 Secret of the Petrified Tablet,The Amazing Spider-Man,5,,https://i.ebayimg.com/images/g/i7cAAOSwHwdjZCcH/s-l500.jpg,Very Good,,"Marvel Worldwide, Incorporated",2020,Trade Paperback,US Comics,,,Textbook,Comics & Graphic Novels,,,,US ,110.00,0.0,buy_it_now,,2022-12-23,"Milwaukee, Wisconsin, United States",mooseback,3114,https://www.ebay.com/itm/295315351851?hash=item44c22aa92b:g:i7cAAOSwHwdjZCcH&amdata=enc%3AAQAHAAAAoNd0cI3wz8IjBhIrrDaMATbeyffgY2UI8M%2FZv1cnCFglrmkbtaku5Z9vltz69Zd%2B0fgoPFzu7GcNvv3K7yDFt3X8yHibHxO6LGzJ5CZd3JWdztf32GK0WmnLrKLBWqbfkjpluj%2B4Z2RDYs42sNswAK7oWoFkKUwJCMvMeC6k8L836Vf5RS%2F2n393ZqukpWgNCgxitiLKQByELoNq9j1LFP8%3D%7Ctkp%3ABk9SR9rLu_unYQ
DC AND MARVEL PRESENT SUPERMAN AND SPIDERMAN DIGEST SIZED RARE DOCTOR DOOM,Superman and Spider-Man,,,https://i.ebayimg.com/images/g/FdsAAOSws~Rhr945/s-l500.jpg,Brand New,,Marvel Comics,1981,Digest,US Comics,,Bronze Age (1970-83),Comic Book,Superheroes,"Doctor Doom, Superman, Spider-Man",,DC and Marvel,US ,29.99,6.00,buy_it_now,,2022-12-23,"Stratford, Connecticut, United States",thesoother,1620,https://www.ebay.com/itm/265478980918?hash=item3dcfc7c536:g:FdsAAOSws~Rhr945&amdata=enc%3AAQAHAAAAoCALfIxp5SvnYdtKlx23HZT6uDXwOFpmUf7th0y3rINNf%2BYWoRhLh3C6s4I%2Fi%2B9rY2JdRlbXbxCxks3sNeHechthz7QuoyPQGh68XjpxvxgQb1kXt7ts8AlXYVi4mvqRmwjwGEV9oHZsFR6hY17BOe1LuLCpOANNjL44IxoKS0vZzr0YQFEN0t%2F5wfgJotKcete%2BJOjAtaIpTf3K7sqQITs%3D%7Ctkp%3ABk9SR9rLu_unYQ
1995 DC-Marvel Spiderman and Batman - Carnage/Joker-,Spider-Man and Batman,1,,https://i.ebayimg.com/images/g/ELYAAOSwxpJjof9q/s-l500.jpg,--,9.6,Marvel Comics,1995,Single Issue,US Comics,"First Printing, Special Edition",Modern Age (1992-Now),Embossed Cover,Superheroes,"Batman (Bruce Wayne), Carnage, Joker, Spider-Man (Peter Parker)",,"DC Universe, Marvel (MCU)",US ,25.00,0.0,buy_it_now,,2022-12-23,"Redlands, California, United States",berkdw369,4406,https://www.ebay.com/itm/385305377063?hash=item59b5fd7927:g:ELYAAOSwxpJjof9q&amdata=enc%3AAQAHAAAAoI7X1YTs%2BC2QBGXo%2Fq%2BlY%2BdTuOt2M40U%2FI0mn3E1Ha2RL%2FmcWqYsZnS%2FysZJ5NdCFZZDfHdb4TjfpVPGf46HTPBhzf5M%2FwQXDLVrzupOJZaMkKfeDKFrv2hwPZ4H973jx%2Bnx0ilhUwmD6c4gTnC6muR9P829I2kL%2F%2FApvelSAnHt%2BBx7abWHhDpLG6n9DIqDWvwjkSGP2hMRDJjAKSLRryM%3D%7Ctkp%3ABk9SR9rLu_unYQ
Marvel Comics THE AMAZING SPIDER-MAN (2022) #1 EMINEM VARIANT Comic Book IN HAND,The Amazing Spider-Man,1,,https://i.ebayimg.com/images/g/hNwAAOSwpbhjpCLI/s-l500.jpg,Brand New,,Marvel Comics,2022,Single Issue,US Comics,Variant Cover,Modern Age (1992-Now),Comic Book,,Spider-Man (Peter Parker),,Marvel (MCU),US ,159.99,12.60,best_offer_accepted,,2022-12-23,"Sunnyvale, California, United States",stewartstreasures411,117,https://www.ebay.com/itm/165846703062?hash=item269d3bdbd6:g:hNwAAOSwpbhjpCLI&amdata=enc%3AAQAHAAAAoC%2FdahevHb2XNOoOW%2Bn86H6Nm5J1THQiZ085XsrHgYKdh3onh062Vo%2FY5pQZobdtLaKh85OFhH5OqLsVBOIevoO%2BZI%2B6OkKPxrGoFxGdIkT4MmYMAYDanq8lVxUkHxDjL%2Bka7TvzIboKfciGjL4qZ4TIJtlcM5AFkt%2FsfNT48rsfFHSOUpr2piUw3jmPMj2L03olGGUg%2FS6esjRAKlDVx4g%3D%7Ctkp%3ABk9SR9jLu_unYQ
Marvel Tales for Brendon Spider-Man,Marvel Tales,,,https://i.ebayimg.com/images/g/aBwAAOSwpmNjm2tX/s-l500.jpg,--,,Marvel Comics,1986,Single Issue,US Comics,Reprint,Copper Age (1984-1991),Comic Book,Superheroes,"Spider-Man, Kingpin",,Marvel (MCU),US ,5.00,4.25,buy_it_now,,2022-12-23,"Pittsburgh, Pennsylvania, United States",holidaycomics,5317,https://www.ebay.com/itm/165770190114?hash=item2698ac5d22:g:aBwAAOSwpmNjm2tX&amdata=enc%3AAQAHAAAAoCudZMthbRrt0cjvCTsPONG%2FFCwkbeDKhEBip766vcLQqjgfI079LceVHt0gObvQIq2%2BWdhsWalsWxSFp%2Bc8Ckq8Aj7U8xKkDrvzhMcb6V0vjnLGOIhjdB2VeVqMzFyn5wibVzIytHz%2BIm6G9QsG414KheT9sEKERR6FlSBJio2YafcfHRAewyRQAFBv4yGwwZm61A5TsLh4YSXI2ghigMs%3D%7Ctkp%3ABk9SR9rLu_unYQ
,Edge of Spider-Verse,1,,,,,Marvel Comics,2022,Hardcover,US Comics,"1st Edition, International Edition",Modern Age (1992-Now),Graphic Novel,"Action, Adventure, Jungle, Superheroes","Spider-Man (Miles Morales), Spider-Man (Peter Parker), Spider-Woman (Gwen Stacy)",,"DC Universe, Marvel (MCU)",,0.0,0.0,,,,,,,https://www.ebay.com/itm/204101279035?hash=item2f85625d3b:g:ZTMAAOSwzoFjLvB6&amdata=enc%3AAQAHAAAA4KNY%2FrI0%2F4zYM2xoA60aMqmxGcDH6q156mEtnPIs%2FoD5mCU7eAXhsXP8vWQXPJTN1ehZQY1CEK4i27BipRV3Y%2FJSf%2FhhRp1Q%2FlOzl1xG6NBHXeiw74ZvGTKiEpHKglKFVpa%2FYZ67R7iIorMketvpoHYaVScSG%2BnRHB0c3n8WlgUufRVt0Lf8XnS9CkB%2FIFUv0V8%2FH0hvP5NHtpMeSmULknhdXPxp%2FVZMZHZW2XZ%2F2isr%2BXk4%2BrzPU%2Fcsm4Y11KBKaSo%2BqL9PkSUflJ0Zifjmmh6WWCLijvjn01p6h%2FSEpqIi%7Ctkp%3ABk9SR9jLu_unYQ
"SPECTACULAR SPIDER-MAN # 103 (Peter David writer, High Grade, JUNE 1985) VF+",Spectacular Spider-Man,103,,https://i.ebayimg.com/images/g/-J0AAOSwHm9iRw4E/s-l500.jpg,Very Good,,Marvel Comics,1985,Single Issue,US Comics,"1st Edition, Boarded",Copper Age (1984-1991),Comic Book,"Action, Superheroes",Spider-Man,,Marvel,GBP,5.95,14.00,buy_it_now,,2022-12-23,"Stockport, United Kingdom",checkpoint45,34192,https://www.ebay.com/itm/125235970613?hash=item1d28a54235:g:-J0AAOSwHm9iRw4E&amdata=enc%3AAQAHAAAAoL1LwNb%2FvIcBvjUFlboo%2Fzl5MOWbM3BF1OcsaDR409J%2FVDEkbsCUfnrlbTFBVAP4BMr4EgtiE1sj7F002awktP3R3%2BT2YAvG556xThDs09hxUT%2FaxyEAosajCeK5CDwltr4XmT%2Bj%2B9FsRm%2FZd7Sxru8YnS%2BgDUEpTfwDRml4LCEKUTiMUUFtcwZhWrYNpCZM7DxN69zIr%2F0KNN1%2B8YqncOA%3D%7Ctkp%3ABk9SR9jLu_unYQ
"Marvel Team-Up #68 (Marvel, 1978) 1st D’Spayre John Byrne VF",Marvel Team-Up,68,,https://i.ebayimg.com/images/g/UIUAAOSwW6FjlgvN/s-l500.jpg,Like New,,Marvel Comics,1978,Single Issue,US Comics,"Boarded, Key Issue, First Character Appearance, First Printing, 1st Edition",Bronze Age (1970-83),Newsstand Edition,"Superheroes, Action, Adventure","Spider-Man (Peter Parker), Man-Thing, D’Spayre",,Marvel (MCU),US ,24.75,6.55,buy_it_now,,2022-12-23,"Putnam, Connecticut, United States",wonderlandcomics,1408,https://www.ebay.com/itm/325459048109?hash=item4bc6def6ad:g:UIUAAOSwW6FjlgvN&amdata=enc%3AAQAHAAAAoJJoYZEIRdryhkEF90xuflv42NgdkWgbyDeXjL91aJK2WHJ0eeYknH7Y2BS%2FEv0kWRgSi8kFe68BMdxdesQzg7qcx%2F%2Fv02BmFiFR6Ga9fGUaWqC7ZM9D5Y237JH3S9LLPawPGLXXRUjPp4mtH2deDBdBz%2Fp7obNkjNZN%2FU8NRsLOahzuRtbLam%2BnU6eHaPnynqp12vyAEAL7Rn1icvxeTEc%3D%7Ctkp%3ABk9SR9jLu_unYQ
"Marvel Team-Up #64 (Marvel, 1977) 1st Interracial Kiss Mainstream Heroes FN",Marvel Team-Up,64,,https://i.ebayimg.com/images/g/f5AAAOSwamtjlgj-/s-l500.jpg,Good,,Marvel Comics,1977,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, Key Issue",Bronze Age (1970-83),Newsstand Edition,"Action, Adventure, Superheroes","Colleen Wing, Iron Fist (Danny Rand), Misty Knight, Spider-Man (Peter Parker), Steel Serpent",,Marvel (MCU),US ,26.25,6.55,buy_it_now,,2022-12-23,"Putnam, Connecticut, United States",wonderlandcomics,1408,https://www.ebay.com/itm/325459013647?hash=item4bc6de700f:g:f5AAAOSwamtjlgj-&amdata=enc%3AAQAHAAAAoDTQFsHqETRvsJADDAYG2JF8zNkknquwoKmlzNrqMOnBjYe8yIEOLEp%2FymNNHdAFdAzg%2B6u010Q4cv4idizCCLQPKwVLPaFeHMCK4AqyF1jkGlvBdOSdPa9RN72HBsECCLpokMkqBFH33v8vKyIxTulB7peNTK%2BOpD7cUgm4BThemZkX56ijh3UH2ovW0tKF3NeSmKF9OHDVKbfTiJMXW7E%3D%7Ctkp%3ABk9SR9jLu_unYQ
"Marvel Team-Up (Marvel, 1973) 1st Man-Killer Jim Mooney FN",Marvel Team-Up,8,,https://i.ebayimg.com/images/g/anEAAOSwZ3hjlfoo/s-l500.jpg,Like New,,Marvel Comics,1973,Single Issue,US Comics,"Boarded, First Printing, 1st Edition, First Character Appearance, Key Issue",Bronze Age (1970-83),Comic Book,,"Spider-Man (Peter Parker), Hellcat, Man-Killer",,Marvel (MCU),US ,24.75,6.55,buy_it_now,,2022-12-23,"Putnam, Connecticut, United States",wonderlandcomics,1408,https://www.ebay.com/itm/325458962561?hash=item4bc6dda881:g:anEAAOSwZ3hjlfoo&amdata=enc%3AAQAHAAAAoL8S5b28fiOHfBQhHvUDgmjWs24Q2g%2BFG4pkZroS%2BfqAJgGaSSGAU8grleVZYxpMT4%2FRNUIzL%2FUpobln1i%2BmEU%2FA4EsEnif9Tk8g8wvD3DzJm8LdzevsWEDRR4oOlASoyXKm1fUfM4k%2Bdh8xuQMoQhFRhYny7kCIuzrimsdBebcaokceezNyoO8SWwO8ujTPHWtqcYiBAnD8PmJhDUk5wHI%3D%7Ctkp%3ABk9SR9jLu_unYQ
"Spider-Man 2099 #46 (Marvel, 1996) Final Issue Mike McKane VF",Spider-Man 2099,46,,https://i.ebayimg.com/images/g/MJ0AAOSwZFhjUxTK/s-l500.jpg,Like New,,Marvel Comics,1996,Single Issue,US Comics,"Boarded, First Printing, Key Issue, 1st Edition, Final Issue",Modern Age (1992-Now),Comic Book,"Action, Adventure, Superheroes","Spider-Man 2099, Vulture 2099",,Marvel (MCU),US ,23.44,6.55,buy_it_now,,2022-12-23,"Putnam, Connecticut, United States",wonderlandcomics,1408,https://www.ebay.com/itm/325392649761?hash=item4bc2e9ce21:g:MJ0AAOSwZFhjUxTK&amdata=enc%3AAQAHAAAAoODixsl0rKCamWNBD0pVQ9gMK%2FRCynSh5B1v7UAFeJIOENtQCYuLEqGwYrb3fdWla6ZPjbHRIoTWNP3PQUBq1nRRHBoSo4MqVslXyX3ZNPN8TlLGQEp83V2%2Fw1Wi73etqRvcWb5lX6yJYS7fWue%2BjRospDmTXzqdilWVdr7tX6uPVBP5y7dWybNMuCWhed1zEG4agWEvtp2rxxBqrJ%2Fu7Fs%3D%7Ctkp%3ABk9SR9jLu_unYQ
"The Amazing Spider-Man King-Size Special #5 (Marvel, 1968) Peters Parents VG+",The Amazing Spider-Man,5,,https://i.ebayimg.com/images/g/wuQAAOSwbaVicqeK/s-l500.jpg,Good,,Marvel Comics,1968,Single Issue,US Comics,"Boarded, King-Size",Silver Age (1956-69),Comic Book,Action/Adventure,"Spider-Man, Red Skull",,Marvel (MCU),US ,46.74,10.85,buy_it_now,,2022-12-23,"Putnam, Connecticut, United States",wonderlandcomics,1408,https://www.ebay.com/itm/325175678014?hash=item4bb5fb143e:g:wuQAAOSwbaVicqeK&amdata=enc%3AAQAHAAAAoB5MFWohmqGfAqkms7Ur35vnPCzbiBIC5JrwmJ5wMRRnvBWhdIkilO4sShorKvsaVzHfAtldTXfEUBwdUPXGCQqlj5XifHpmELi8%2Fsnlo8MwmNv3C8Spg5s%2Bgsx3zR9fpIKbruexQNf6u3w9T69tGHwvPtuoIMbGmgYZylHYy%2FoCVK0xyVGWlJ9pgJb4N%2BTfZCcXG9viVP%2B83odJ4qLj%2Fsw%3D%7Ctkp%3ABk9SR9jLu_unYQ
Thundercats #4 5 6 7 8 9 10 11 12 13 14 15 16 (1986-87) Star Comics Lot of 14,Thundercats,,,https://i.ebayimg.com/images/g/C~MAAOSw8EljeCe5/s-l500.jpg,Very Good,7.5,Marvel Comics,1986,,US Comics,"First Printing, Boarded",Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Deadpool, Black Cat (Felicia Hardy), Black Cat (Linda Turner), Black Panther, Captain America (Sam Wilson), Captain America (Steve Rogers), Conan, Daredevil (Matt Murdock), Deathlok, Doctor Strange, Drax, Falcon, Hulk (Bruce Banner), Punisher, Scarlet Witch, Spider-Man (Miles Morales), Spider-Man (Peter Parker), Thanos, Venom, Vision, Winter Soldier, Blade, Mighty Thor, Starlord, Lion-O",,Marvel (MCU),US ,53.00,12.19,highest_bidder,8,2022-12-22,"San Mateo, California, United States",comedianhaha1978,499,https://www.ebay.com/itm/195520023066?hash=item2d85e6ca1a:g:C~MAAOSw8EljeCe5&amdata=enc%3AAQAHAAAAoPWj06AoYByQMgW0gx2mtyioDSJb7oRo2WcTfytznffODP9pMZ0jedTO69p9E512%2FjzF39R8CLRDJKCfOV4OnPXQZrnGAfJl%2F2e2Gh0YdpBjLoNlioFOEEeHy9Wg1rbsP0cvp48mOUZMBdTPBE%2Fz5vsjbo9fXBGV3pHsxEHPy5%2FbmKJGvl0YGGFRJEIeBJOmP0KhntN5THvW2tNLuKeQYFk%3D%7Ctkp%3ABk9SR8zOvvunYQ
"Amazing Spider-Man 128  ""The Vulture Hangs High!"" John Romita 1974 Marvel Comics",Amazing Spider-Man,,,https://i.ebayimg.com/images/g/KLwAAOSwxXljPLFw/s-l500.jpg,Very Good,,Marvel Comics,1974,Single Issue,US Comics,,Bronze Age (1970-83),Comic Book,,Spider-Man,,,US ,18.00,5.00,best_offer_accepted,,2022-12-22,"Millis, Massachusetts, United States",stevelknievelcollectablesandmore,3069,https://www.ebay.com/itm/204110712346?hash=item2f85f24e1a:g:KLwAAOSwxXljPLFw&amdata=enc%3AAQAHAAAAoGD22%2Bs4cxEgjR2DLQ94pYu%2BL2%2BGTU%2BfaZ4vmgz4BY9QTT9SAsG0PxMNN5e%2FNQknW9VchumyO4TI5C3WMf359H7BRriULvLwImjEqCXUyfLAobcKDfWDYcdhloGfXANk2ZDvKT2OYQOKKcxE4ZH7skFNp%2Fra5NfkoQUXGt%2BWqsb4iOstF3hbVs5%2Blmmod1w5dZ8tkb4uplp4oAWN0Cot1KA%3D%7Ctkp%3ABk9SR9TOvvunYQ
"Marvel Team-Up #107 (Marvel, 1981) 1st Meeting She-Hulk & Spider-Man Trimpe FN",Marvel Team-Up,107,,https://i.ebayimg.com/images/g/jYgAAOSwFqVjlh2v/s-l500.jpg,Like New,,Marvel Comics,1981,Single Issue,US Comics,"First Printing, 1st Edition, Boarded, Key Issue",Bronze Age (1970-83),Newsstand Edition,"Action, Adventure, Superheroes","She-Hulk, Spider-Man (Peter Parker), Man-Killer",,Marvel (MCU),US ,18.75,6.55,buy_it_now,,2022-12-23,"Putnam, Connecticut, United States",wonderlandcomics,1408,https://www.ebay.com/itm/325459096531?hash=item4bc6dfb3d3:g:jYgAAOSwFqVjlh2v&amdata=enc%3AAQAHAAAAoDqmIIFCVCBt5Drud8hZkXukAroipsfOEVrueynhruEt4V%2B1e%2BcXyPh6t%2BjtxF0G3CMN5TOv%2BfxVSligMllyN4AH9LRI6QS30DeCJ0cOk4ZWnQtT0W%2Fl5NzyxYOd6LWBURux%2FchE1LGX%2BSIkZkbtN%2FreBFM3FJEKgknEwG%2BYgfxe4HliF1%2BBtZrLYz8DY%2BvyPf5nbsggrngpurPoZ5unnnc%3D%7Ctkp%3ABk9SR9jLu_unYQ
Amazing Spider-Man #334*CGC GRADE 9.4 Near Mint*White pages*Iron Man appearance*,Spider-man,334,,https://i.ebayimg.com/images/g/xJYAAOSwB75jUZKa/s-l500.jpg,--,9.4,Marvel Comics,1990,Single Issue,US Comics,"First Printing, 1st Edition",Copper Age (1984-1991),Comic Book,,Spider-Man,,,US ,34.95,17.05,buy_it_now,,2022-12-22,"Morgantown, West Virginia, United States",matbrosc_0,374,https://www.ebay.com/itm/354345850605?hash=item5280a896ed:g:xJYAAOSwB75jUZKa&amdata=enc%3AAQAHAAAAoCz8aoaRqWbd9E25io7a409julH9Nq8jPoNJWAcNV0zx1lW6KVPT8%2BP6ncXJn8XuoLEXh7Iv64WD1geYfBedPf3P52fEif8iH6f4KWiKDHo9uavHS8hTCJSNoTMbfm2MBGr2XGs%2BtefRruDzzLoqZewujIf9rQD2TPtdRHktenXDCZpAqeIKtpBgv6Nwbnv%2B3QgJC%2BFfjPL2acfNFgr8K50%3D%7Ctkp%3ABk9SR9TOvvunYQ
